cam_token,ann_token,bounding_box,future_bounding_box,K,attribute,label,future_label
"[""f43acc0298225879bddacda4f19fa8e5"", ""ac10811218be5a5e8b0211d8dcb1d556"", ""5ac7dc1b9b2f58dd9d09bdc994dcdd6e"", ""586279527220579bb873f30dc5fcd0e4"", ""aecf235ed2995e13957d0dcf5e456a6b"", ""6b81614694b15b1cb42596d1361fec4d"", ""f02a806089f455d8a58fd8942c555d16"", ""6e3b5a29fd6e5e05a693288914af4e60""]","[""ad91cdbb9daf5c1a87f4f050222b535f"", ""66e36e8276445695a8c70c686e66494b"", ""da2e4231807c58ea8a6852497b8b480b"", ""d6ec3c7223dd51ba8f2e20a07df223db"", ""38357e66f237529ba07267c9f66a25b3"", ""8f91ffae133b5574a0270c5855c6a114"", ""b4bc3f38612b5e5ebd5e1d6e8f1d4c71"", ""49d69a1ec7275807a02075ef0cceaca8""]","[[6.190505027770996, 0.7329244017601013, -0.12610909342765808, 0.7666967511177063, 0.6819432973861694, 1.5979816913604736], [6.289856433868408, 0.7541128396987915, -0.1455027014017105, 0.7554574608802795, 0.7267262935638428, 1.5719841718673706], [6.445167064666748, 0.7167118191719055, -0.1042761579155922, 0.7545427083969116, 0.6145294904708862, 1.7203565835952759], [6.547229766845703, 0.704855740070343, -0.1623324751853943, 0.7969681024551392, 0.6557068228721619, 1.6924893856048584]]","[[6.690552711486816, 0.7130192518234253, -0.22034257650375366, 0.6799710392951965, 0.6981709003448486, 1.6075127124786377], [6.833887100219727, 0.7147406339645386, -0.14656977355480194, 0.7387044429779053, 0.7508412003517151, 1.5332642793655396], [6.985098838806152, 0.7446700930595398, -0.08455498516559601, 0.7203854322433472, 0.7570567727088928, 1.581197738647461], [7.061561107635498, 0.7136586308479309, -0.1413484811782837, 0.7154858112335205, 0.8369664549827576, 1.5602378845214844]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""ac10811218be5a5e8b0211d8dcb1d556"", ""5ac7dc1b9b2f58dd9d09bdc994dcdd6e"", ""586279527220579bb873f30dc5fcd0e4"", ""aecf235ed2995e13957d0dcf5e456a6b"", ""6b81614694b15b1cb42596d1361fec4d"", ""f02a806089f455d8a58fd8942c555d16"", ""6e3b5a29fd6e5e05a693288914af4e60"", ""10d0a6ed1584577d8e39257572c2b011""]","[""66e36e8276445695a8c70c686e66494b"", ""da2e4231807c58ea8a6852497b8b480b"", ""d6ec3c7223dd51ba8f2e20a07df223db"", ""38357e66f237529ba07267c9f66a25b3"", ""8f91ffae133b5574a0270c5855c6a114"", ""b4bc3f38612b5e5ebd5e1d6e8f1d4c71"", ""49d69a1ec7275807a02075ef0cceaca8"", ""aefe93efe4615a0892e8cb5cc0721e7d""]","[[6.289856433868408, 0.7541128396987915, -0.1455027014017105, 0.7554574608802795, 0.7267262935638428, 1.5719841718673706], [6.445167064666748, 0.7167118191719055, -0.1042761579155922, 0.7545427083969116, 0.6145294904708862, 1.7203565835952759], [6.547229766845703, 0.704855740070343, -0.1623324751853943, 0.7969681024551392, 0.6557068228721619, 1.6924893856048584], [6.690552711486816, 0.7130192518234253, -0.22034257650375366, 0.6799710392951965, 0.6981709003448486, 1.6075127124786377]]","[[6.833887100219727, 0.7147406339645386, -0.14656977355480194, 0.7387044429779053, 0.7508412003517151, 1.5332642793655396], [6.985098838806152, 0.7446700930595398, -0.08455498516559601, 0.7203854322433472, 0.7570567727088928, 1.581197738647461], [7.061561107635498, 0.7136586308479309, -0.1413484811782837, 0.7154858112335205, 0.8369664549827576, 1.5602378845214844], [7.1543378829956055, 0.6772286891937256, -0.14699728786945343, 0.6820685267448425, 0.754492461681366, 1.556612253189087]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""5ac7dc1b9b2f58dd9d09bdc994dcdd6e"", ""586279527220579bb873f30dc5fcd0e4"", ""aecf235ed2995e13957d0dcf5e456a6b"", ""6b81614694b15b1cb42596d1361fec4d"", ""f02a806089f455d8a58fd8942c555d16"", ""6e3b5a29fd6e5e05a693288914af4e60"", ""10d0a6ed1584577d8e39257572c2b011"", ""9b53d2454a155655a900ca810823f285""]","[""da2e4231807c58ea8a6852497b8b480b"", ""d6ec3c7223dd51ba8f2e20a07df223db"", ""38357e66f237529ba07267c9f66a25b3"", ""8f91ffae133b5574a0270c5855c6a114"", ""b4bc3f38612b5e5ebd5e1d6e8f1d4c71"", ""49d69a1ec7275807a02075ef0cceaca8"", ""aefe93efe4615a0892e8cb5cc0721e7d"", ""ece708974835568eb875157772c16468""]","[[6.445167064666748, 0.7167118191719055, -0.1042761579155922, 0.7545427083969116, 0.6145294904708862, 1.7203565835952759], [6.547229766845703, 0.704855740070343, -0.1623324751853943, 0.7969681024551392, 0.6557068228721619, 1.6924893856048584], [6.690552711486816, 0.7130192518234253, -0.22034257650375366, 0.6799710392951965, 0.6981709003448486, 1.6075127124786377], [6.833887100219727, 0.7147406339645386, -0.14656977355480194, 0.7387044429779053, 0.7508412003517151, 1.5332642793655396]]","[[6.985098838806152, 0.7446700930595398, -0.08455498516559601, 0.7203854322433472, 0.7570567727088928, 1.581197738647461], [7.061561107635498, 0.7136586308479309, -0.1413484811782837, 0.7154858112335205, 0.8369664549827576, 1.5602378845214844], [7.1543378829956055, 0.6772286891937256, -0.14699728786945343, 0.6820685267448425, 0.754492461681366, 1.556612253189087], [7.2895941734313965, 0.647672712802887, -0.14163756370544434, 0.7035152316093445, 0.7482739090919495, 1.514203429222107]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""586279527220579bb873f30dc5fcd0e4"", ""aecf235ed2995e13957d0dcf5e456a6b"", ""6b81614694b15b1cb42596d1361fec4d"", ""f02a806089f455d8a58fd8942c555d16"", ""6e3b5a29fd6e5e05a693288914af4e60"", ""10d0a6ed1584577d8e39257572c2b011"", ""9b53d2454a155655a900ca810823f285"", ""b536192c6e41573a95a48c1e191696d4""]","[""d6ec3c7223dd51ba8f2e20a07df223db"", ""38357e66f237529ba07267c9f66a25b3"", ""8f91ffae133b5574a0270c5855c6a114"", ""b4bc3f38612b5e5ebd5e1d6e8f1d4c71"", ""49d69a1ec7275807a02075ef0cceaca8"", ""aefe93efe4615a0892e8cb5cc0721e7d"", ""ece708974835568eb875157772c16468"", ""e621023b2c605138a2b2a0d8fe95f313""]","[[6.547229766845703, 0.704855740070343, -0.1623324751853943, 0.7969681024551392, 0.6557068228721619, 1.6924893856048584], [6.690552711486816, 0.7130192518234253, -0.22034257650375366, 0.6799710392951965, 0.6981709003448486, 1.6075127124786377], [6.833887100219727, 0.7147406339645386, -0.14656977355480194, 0.7387044429779053, 0.7508412003517151, 1.5332642793655396], [6.985098838806152, 0.7446700930595398, -0.08455498516559601, 0.7203854322433472, 0.7570567727088928, 1.581197738647461]]","[[7.061561107635498, 0.7136586308479309, -0.1413484811782837, 0.7154858112335205, 0.8369664549827576, 1.5602378845214844], [7.1543378829956055, 0.6772286891937256, -0.14699728786945343, 0.6820685267448425, 0.754492461681366, 1.556612253189087], [7.2895941734313965, 0.647672712802887, -0.14163756370544434, 0.7035152316093445, 0.7482739090919495, 1.514203429222107], [7.400022983551025, 0.5827657580375671, -0.1490863710641861, 0.6736441254615784, 0.7593323588371277, 1.5315433740615845]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""aecf235ed2995e13957d0dcf5e456a6b"", ""6b81614694b15b1cb42596d1361fec4d"", ""f02a806089f455d8a58fd8942c555d16"", ""6e3b5a29fd6e5e05a693288914af4e60"", ""10d0a6ed1584577d8e39257572c2b011"", ""9b53d2454a155655a900ca810823f285"", ""b536192c6e41573a95a48c1e191696d4"", ""fff60f117a785ee187ac9e770f45f8ee""]","[""38357e66f237529ba07267c9f66a25b3"", ""8f91ffae133b5574a0270c5855c6a114"", ""b4bc3f38612b5e5ebd5e1d6e8f1d4c71"", ""49d69a1ec7275807a02075ef0cceaca8"", ""aefe93efe4615a0892e8cb5cc0721e7d"", ""ece708974835568eb875157772c16468"", ""e621023b2c605138a2b2a0d8fe95f313"", ""92861ac67237593084db28280efa588e""]","[[6.690552711486816, 0.7130192518234253, -0.22034257650375366, 0.6799710392951965, 0.6981709003448486, 1.6075127124786377], [6.833887100219727, 0.7147406339645386, -0.14656977355480194, 0.7387044429779053, 0.7508412003517151, 1.5332642793655396], [6.985098838806152, 0.7446700930595398, -0.08455498516559601, 0.7203854322433472, 0.7570567727088928, 1.581197738647461], [7.061561107635498, 0.7136586308479309, -0.1413484811782837, 0.7154858112335205, 0.8369664549827576, 1.5602378845214844]]","[[7.1543378829956055, 0.6772286891937256, -0.14699728786945343, 0.6820685267448425, 0.754492461681366, 1.556612253189087], [7.2895941734313965, 0.647672712802887, -0.14163756370544434, 0.7035152316093445, 0.7482739090919495, 1.514203429222107], [7.400022983551025, 0.5827657580375671, -0.1490863710641861, 0.6736441254615784, 0.7593323588371277, 1.5315433740615845], [7.524941921234131, 0.5633499026298523, -0.14644603431224823, 0.6563953757286072, 0.805238664150238, 1.5281168222427368]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""6b81614694b15b1cb42596d1361fec4d"", ""f02a806089f455d8a58fd8942c555d16"", ""6e3b5a29fd6e5e05a693288914af4e60"", ""10d0a6ed1584577d8e39257572c2b011"", ""9b53d2454a155655a900ca810823f285"", ""b536192c6e41573a95a48c1e191696d4"", ""fff60f117a785ee187ac9e770f45f8ee"", ""704d0e12c43157c0a44430b3f4e770b0""]","[""8f91ffae133b5574a0270c5855c6a114"", ""b4bc3f38612b5e5ebd5e1d6e8f1d4c71"", ""49d69a1ec7275807a02075ef0cceaca8"", ""aefe93efe4615a0892e8cb5cc0721e7d"", ""ece708974835568eb875157772c16468"", ""e621023b2c605138a2b2a0d8fe95f313"", ""92861ac67237593084db28280efa588e"", ""fc2a69f4d8d650a0a2aec30608780074""]","[[6.833887100219727, 0.7147406339645386, -0.14656977355480194, 0.7387044429779053, 0.7508412003517151, 1.5332642793655396], [6.985098838806152, 0.7446700930595398, -0.08455498516559601, 0.7203854322433472, 0.7570567727088928, 1.581197738647461], [7.061561107635498, 0.7136586308479309, -0.1413484811782837, 0.7154858112335205, 0.8369664549827576, 1.5602378845214844], [7.1543378829956055, 0.6772286891937256, -0.14699728786945343, 0.6820685267448425, 0.754492461681366, 1.556612253189087]]","[[7.2895941734313965, 0.647672712802887, -0.14163756370544434, 0.7035152316093445, 0.7482739090919495, 1.514203429222107], [7.400022983551025, 0.5827657580375671, -0.1490863710641861, 0.6736441254615784, 0.7593323588371277, 1.5315433740615845], [7.524941921234131, 0.5633499026298523, -0.14644603431224823, 0.6563953757286072, 0.805238664150238, 1.5281168222427368], [7.597525119781494, 0.5559252500534058, -0.1777389645576477, 0.7377528548240662, 0.8513779044151306, 1.5685023069381714]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""f02a806089f455d8a58fd8942c555d16"", ""6e3b5a29fd6e5e05a693288914af4e60"", ""10d0a6ed1584577d8e39257572c2b011"", ""9b53d2454a155655a900ca810823f285"", ""b536192c6e41573a95a48c1e191696d4"", ""fff60f117a785ee187ac9e770f45f8ee"", ""704d0e12c43157c0a44430b3f4e770b0"", ""d655b88dfefc52e8ac6de20424815f14""]","[""b4bc3f38612b5e5ebd5e1d6e8f1d4c71"", ""49d69a1ec7275807a02075ef0cceaca8"", ""aefe93efe4615a0892e8cb5cc0721e7d"", ""ece708974835568eb875157772c16468"", ""e621023b2c605138a2b2a0d8fe95f313"", ""92861ac67237593084db28280efa588e"", ""fc2a69f4d8d650a0a2aec30608780074"", ""4034f76acee75d5d9c9a653ecf52a999""]","[[6.985098838806152, 0.7446700930595398, -0.08455498516559601, 0.7203854322433472, 0.7570567727088928, 1.581197738647461], [7.061561107635498, 0.7136586308479309, -0.1413484811782837, 0.7154858112335205, 0.8369664549827576, 1.5602378845214844], [7.1543378829956055, 0.6772286891937256, -0.14699728786945343, 0.6820685267448425, 0.754492461681366, 1.556612253189087], [7.2895941734313965, 0.647672712802887, -0.14163756370544434, 0.7035152316093445, 0.7482739090919495, 1.514203429222107]]","[[7.400022983551025, 0.5827657580375671, -0.1490863710641861, 0.6736441254615784, 0.7593323588371277, 1.5315433740615845], [7.524941921234131, 0.5633499026298523, -0.14644603431224823, 0.6563953757286072, 0.805238664150238, 1.5281168222427368], [7.597525119781494, 0.5559252500534058, -0.1777389645576477, 0.7377528548240662, 0.8513779044151306, 1.5685023069381714], [7.751091480255127, 0.5684852004051208, -0.16955067217350006, 0.7152128219604492, 0.7943561673164368, 1.5326011180877686]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""6e3b5a29fd6e5e05a693288914af4e60"", ""10d0a6ed1584577d8e39257572c2b011"", ""9b53d2454a155655a900ca810823f285"", ""b536192c6e41573a95a48c1e191696d4"", ""fff60f117a785ee187ac9e770f45f8ee"", ""704d0e12c43157c0a44430b3f4e770b0"", ""d655b88dfefc52e8ac6de20424815f14"", ""6f153c8b355b5183a56def3d875b7d83""]","[""49d69a1ec7275807a02075ef0cceaca8"", ""aefe93efe4615a0892e8cb5cc0721e7d"", ""ece708974835568eb875157772c16468"", ""e621023b2c605138a2b2a0d8fe95f313"", ""92861ac67237593084db28280efa588e"", ""fc2a69f4d8d650a0a2aec30608780074"", ""4034f76acee75d5d9c9a653ecf52a999"", ""1b792690114c5d50854c926d918839fd""]","[[7.061561107635498, 0.7136586308479309, -0.1413484811782837, 0.7154858112335205, 0.8369664549827576, 1.5602378845214844], [7.1543378829956055, 0.6772286891937256, -0.14699728786945343, 0.6820685267448425, 0.754492461681366, 1.556612253189087], [7.2895941734313965, 0.647672712802887, -0.14163756370544434, 0.7035152316093445, 0.7482739090919495, 1.514203429222107], [7.400022983551025, 0.5827657580375671, -0.1490863710641861, 0.6736441254615784, 0.7593323588371277, 1.5315433740615845]]","[[7.524941921234131, 0.5633499026298523, -0.14644603431224823, 0.6563953757286072, 0.805238664150238, 1.5281168222427368], [7.597525119781494, 0.5559252500534058, -0.1777389645576477, 0.7377528548240662, 0.8513779044151306, 1.5685023069381714], [7.751091480255127, 0.5684852004051208, -0.16955067217350006, 0.7152128219604492, 0.7943561673164368, 1.5326011180877686], [7.8767242431640625, 0.5192332863807678, -0.1565151959657669, 0.744735836982727, 0.7872745394706726, 1.5623846054077148]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""10d0a6ed1584577d8e39257572c2b011"", ""9b53d2454a155655a900ca810823f285"", ""b536192c6e41573a95a48c1e191696d4"", ""fff60f117a785ee187ac9e770f45f8ee"", ""704d0e12c43157c0a44430b3f4e770b0"", ""d655b88dfefc52e8ac6de20424815f14"", ""6f153c8b355b5183a56def3d875b7d83"", ""88653039f80d5d1284d2a54ef84613a5""]","[""aefe93efe4615a0892e8cb5cc0721e7d"", ""ece708974835568eb875157772c16468"", ""e621023b2c605138a2b2a0d8fe95f313"", ""92861ac67237593084db28280efa588e"", ""fc2a69f4d8d650a0a2aec30608780074"", ""4034f76acee75d5d9c9a653ecf52a999"", ""1b792690114c5d50854c926d918839fd"", ""21cb9fe09af253febaf40b1acf4dd5db""]","[[7.1543378829956055, 0.6772286891937256, -0.14699728786945343, 0.6820685267448425, 0.754492461681366, 1.556612253189087], [7.2895941734313965, 0.647672712802887, -0.14163756370544434, 0.7035152316093445, 0.7482739090919495, 1.514203429222107], [7.400022983551025, 0.5827657580375671, -0.1490863710641861, 0.6736441254615784, 0.7593323588371277, 1.5315433740615845], [7.524941921234131, 0.5633499026298523, -0.14644603431224823, 0.6563953757286072, 0.805238664150238, 1.5281168222427368]]","[[7.597525119781494, 0.5559252500534058, -0.1777389645576477, 0.7377528548240662, 0.8513779044151306, 1.5685023069381714], [7.751091480255127, 0.5684852004051208, -0.16955067217350006, 0.7152128219604492, 0.7943561673164368, 1.5326011180877686], [7.8767242431640625, 0.5192332863807678, -0.1565151959657669, 0.744735836982727, 0.7872745394706726, 1.5623846054077148], [8.01884651184082, 0.5251724720001221, -0.1438896209001541, 0.6357954740524292, 0.8313911557197571, 1.5554401874542236]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""9b53d2454a155655a900ca810823f285"", ""b536192c6e41573a95a48c1e191696d4"", ""fff60f117a785ee187ac9e770f45f8ee"", ""704d0e12c43157c0a44430b3f4e770b0"", ""d655b88dfefc52e8ac6de20424815f14"", ""6f153c8b355b5183a56def3d875b7d83"", ""88653039f80d5d1284d2a54ef84613a5"", ""711a218a2164509b801ba6f7daa7c7cd""]","[""ece708974835568eb875157772c16468"", ""e621023b2c605138a2b2a0d8fe95f313"", ""92861ac67237593084db28280efa588e"", ""fc2a69f4d8d650a0a2aec30608780074"", ""4034f76acee75d5d9c9a653ecf52a999"", ""1b792690114c5d50854c926d918839fd"", ""21cb9fe09af253febaf40b1acf4dd5db"", ""468e6cb961cb5c349682a63df21b4405""]","[[7.2895941734313965, 0.647672712802887, -0.14163756370544434, 0.7035152316093445, 0.7482739090919495, 1.514203429222107], [7.400022983551025, 0.5827657580375671, -0.1490863710641861, 0.6736441254615784, 0.7593323588371277, 1.5315433740615845], [7.524941921234131, 0.5633499026298523, -0.14644603431224823, 0.6563953757286072, 0.805238664150238, 1.5281168222427368], [7.597525119781494, 0.5559252500534058, -0.1777389645576477, 0.7377528548240662, 0.8513779044151306, 1.5685023069381714]]","[[7.751091480255127, 0.5684852004051208, -0.16955067217350006, 0.7152128219604492, 0.7943561673164368, 1.5326011180877686], [7.8767242431640625, 0.5192332863807678, -0.1565151959657669, 0.744735836982727, 0.7872745394706726, 1.5623846054077148], [8.01884651184082, 0.5251724720001221, -0.1438896209001541, 0.6357954740524292, 0.8313911557197571, 1.5554401874542236], [8.138072967529297, 0.5095467567443848, -0.10408751666545868, 0.6895579695701599, 0.806073784828186, 1.5915812253952026]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""258060d025945dc584b8528b2c3a57e0"", ""eeb633dcd64a533987e7389d5c203c8b"", ""4c3425615e3758cf8225a31a4d70dc36"", ""25aeb7a16bfe58d3bd6fd03981931040"", ""9dff7e8c154f5db8819eb9d4f4fb7edf"", ""b0e4a7bf2f285b788af5af1b62629712"", ""bc61891c4fa554ad8a3c5e6e0211cdd3"", ""db599a8b8b8a555f8738189064167909""]","[""ce82431cb83854d5bc9dcdef294ac4f8"", ""3c6c16f116e95d0a85683db86f0bdb1b"", ""a678a5a6a88057c5b3ed160cade7778c"", ""6ecbd78bd93e5b3fb4210509eb086599"", ""54ccc3b769e654e89aaac9b2a3eb8eb5"", ""a6234dbf60f95d89bddb3fc1017806c1"", ""2d5c04141f9254728eb910eb0eb511c8"", ""5a2aff7ac43f503c88ca63bf1554842b""]","[[5.196773529052734, 3.9640650749206543, -0.2616378962993622, 0.8370475769042969, 0.5574824213981628, 1.8746013641357422], [5.2528862953186035, 3.9994025230407715, -0.18446658551692963, 1.0814673900604248, 0.6126706004142761, 1.8099980354309082], [5.319689750671387, 3.887725353240967, -0.17009741067886353, 0.8739239573478699, 0.6859325170516968, 1.7631338834762573], [5.422624588012695, 3.8389267921447754, -0.2104475200176239, 0.7680881023406982, 0.6856507658958435, 1.6553936004638672]]","[[5.529699802398682, 3.760230779647827, -0.1592877060174942, 0.8578468561172485, 0.7892358303070068, 1.735527753829956], [5.625034332275391, 3.6678152084350586, -0.15384157001972198, 0.7735668420791626, 0.7532608509063721, 1.693870186805725], [5.725881099700928, 3.606203317642212, -0.16950048506259918, 1.0262196063995361, 0.6607844233512878, 1.7717946767807007], [5.863357067108154, 3.5954830646514893, -0.20004726946353912, 0.6804712414741516, 0.7236108779907227, 1.5859358310699463]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""eeb633dcd64a533987e7389d5c203c8b"", ""4c3425615e3758cf8225a31a4d70dc36"", ""25aeb7a16bfe58d3bd6fd03981931040"", ""9dff7e8c154f5db8819eb9d4f4fb7edf"", ""b0e4a7bf2f285b788af5af1b62629712"", ""bc61891c4fa554ad8a3c5e6e0211cdd3"", ""db599a8b8b8a555f8738189064167909"", ""29a5b512201b593796d0c40642062ea0""]","[""3c6c16f116e95d0a85683db86f0bdb1b"", ""a678a5a6a88057c5b3ed160cade7778c"", ""6ecbd78bd93e5b3fb4210509eb086599"", ""54ccc3b769e654e89aaac9b2a3eb8eb5"", ""a6234dbf60f95d89bddb3fc1017806c1"", ""2d5c04141f9254728eb910eb0eb511c8"", ""5a2aff7ac43f503c88ca63bf1554842b"", ""ffd2691892155b2abeb673bc6c89c564""]","[[5.2528862953186035, 3.9994025230407715, -0.18446658551692963, 1.0814673900604248, 0.6126706004142761, 1.8099980354309082], [5.319689750671387, 3.887725353240967, -0.17009741067886353, 0.8739239573478699, 0.6859325170516968, 1.7631338834762573], [5.422624588012695, 3.8389267921447754, -0.2104475200176239, 0.7680881023406982, 0.6856507658958435, 1.6553936004638672], [5.529699802398682, 3.760230779647827, -0.1592877060174942, 0.8578468561172485, 0.7892358303070068, 1.735527753829956]]","[[5.625034332275391, 3.6678152084350586, -0.15384157001972198, 0.7735668420791626, 0.7532608509063721, 1.693870186805725], [5.725881099700928, 3.606203317642212, -0.16950048506259918, 1.0262196063995361, 0.6607844233512878, 1.7717946767807007], [5.863357067108154, 3.5954830646514893, -0.20004726946353912, 0.6804712414741516, 0.7236108779907227, 1.5859358310699463], [5.981781005859375, 3.4547040462493896, -0.12384459376335144, 0.7252939939498901, 0.7398577332496643, 1.675299882888794]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
"[""4c3425615e3758cf8225a31a4d70dc36"", ""25aeb7a16bfe58d3bd6fd03981931040"", ""9dff7e8c154f5db8819eb9d4f4fb7edf"", ""b0e4a7bf2f285b788af5af1b62629712"", ""bc61891c4fa554ad8a3c5e6e0211cdd3"", ""db599a8b8b8a555f8738189064167909"", ""29a5b512201b593796d0c40642062ea0"", ""8d2ba58bc5a45422b88eefc2d4f5d963""]","[""a678a5a6a88057c5b3ed160cade7778c"", ""6ecbd78bd93e5b3fb4210509eb086599"", ""54ccc3b769e654e89aaac9b2a3eb8eb5"", ""a6234dbf60f95d89bddb3fc1017806c1"", ""2d5c04141f9254728eb910eb0eb511c8"", ""5a2aff7ac43f503c88ca63bf1554842b"", ""ffd2691892155b2abeb673bc6c89c564"", ""67964716b75a5a33a21f768f2bef34c6""]","[[5.319689750671387, 3.887725353240967, -0.17009741067886353, 0.8739239573478699, 0.6859325170516968, 1.7631338834762573], [5.422624588012695, 3.8389267921447754, -0.2104475200176239, 0.7680881023406982, 0.6856507658958435, 1.6553936004638672], [5.529699802398682, 3.760230779647827, -0.1592877060174942, 0.8578468561172485, 0.7892358303070068, 1.735527753829956], [5.625034332275391, 3.6678152084350586, -0.15384157001972198, 0.7735668420791626, 0.7532608509063721, 1.693870186805725]]","[[5.725881099700928, 3.606203317642212, -0.16950048506259918, 1.0262196063995361, 0.6607844233512878, 1.7717946767807007], [5.863357067108154, 3.5954830646514893, -0.20004726946353912, 0.6804712414741516, 0.7236108779907227, 1.5859358310699463], [5.981781005859375, 3.4547040462493896, -0.12384459376335144, 0.7252939939498901, 0.7398577332496643, 1.675299882888794], [6.091737270355225, 3.4134650230407715, -0.1400873363018036, 0.7009535431861877, 0.7388617396354675, 1.7453407049179077]]","[[1382.101318359375, 0.0, 965.1046142578125], [0.0, 1379.08544921875, 528.9662475585938], [0.0, 0.0, 1.0]]","[""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian"", ""pedestrian""]","[[1], [1], [1], [1]]","[[1], [1], [1], [1]]"
